order_id,date,product,category,region,channel,sales_rep,quantity,unit_price,total_sales
ORD1040,2023-10-19,Phone,Electronics,South,Phone,Eva,8,617.59,4940.72
ORD1041,2023-12-03,Laptop,Electronics,East,In-Store,Bob,20,141.34,2826.8
ORD1042,2023-03-09,Mouse,Accessories,East,In-Store,Carol,8,413.11,3304.88
ORD1043,2023-10-16,Phone,Electronics,North,Online,Eva,1,698.26,698.26
ORD1044,2023-06-28,Monitor,Electronics,North,Online,Carol,17,412.5,7012.5
ORD1045,2023-10-06,Keyboard,Accessories,East,Phone,Eva,6,668.51,4011.06
ORD1046,2023-12-06,Laptop,Electronics,North,Online,Carol,18,463.08,8335.44
ORD1047,2023-03-21,Phone,Electronics,East,In-Store,Eva,4,1118.78,4475.12
ORD1048,2023-11-21,Monitor,Electronics,East,Phone,David,11,321.32,3534.52
ORD1049,2023-08-05,Keyboard,Accessories,East,Online,Alice,2,156.6,313.2
ORD1050,2023-05-15,Mouse,Accessories,South,Phone,David,5,962.93,4814.65
ORD1051,2023-02-08,Headphones,Accessories,South,Phone,Alice,18,34.31,617.58
ORD1052,2023-08-09,Mouse,Accessories,South,Online,Carol,19,837.74,15917.06
ORD1053,2023-04-18,Mouse,Accessories,South,Phone,Alice,2,1350.41,2700.82
ORD1054,2023-07-28,Mouse,Accessories,South,Online,Bob,18,1328.52,23913.36
ORD1055,2023-06-20,Tablet,Electronics,West,Phone,Bob,14,56.68,793.52
ORD1056,2023-02-25,Keyboard,Accessories,West,Online,David,6,1185.31,7111.86
ORD1057,2023-08-24,Monitor,Electronics,East,In-Store,Bob,7,1228.55,8599.85
ORD1058,2023-07-24,Monitor,Electronics,East,In-Store,Alice,1,996.85,996.85
ORD1059,2023-07-24,Keyboard,Accessories,East,Online,Alice,12,969.39,11632.68
ORD1060,2023-05-16,Keyboard,Accessories,North,Online,Eva,6,879.27,5275.62
ORD1061,2023-06-10,Headphones,Accessories,West,Phone,Eva,12,1098.25,13179.0
ORD1062,2023-04-08,Phone,Electronics,East,Online,David,13,1351.27,17566.51
ORD1063,2023-10-03,Laptop,Electronics,South,In-Store,David,17,1389.85,23627.45
ORD1064,2023-12-06,Phone,Electronics,North,Phone,Carol,11,942.27,10364.97
ORD1065,2023-12-23,Keyboard,Accessories,East,Phone,Bob,14,502.75,7038.5
ORD1066,2023-07-14,Monitor,Electronics,South,Phone,Eva,14,1004.1,14057.4
ORD1067,2023-01-01,Keyboard,Accessories,East,In-Store,Bob,13,830.95,10802.35
ORD1068,2023-06-14,Headphones,Accessories,West,In-Store,David,19,917.86,17439.34
ORD1069,2023-03-28,Monitor,Electronics,North,In-Store,Eva,17,720.32,12245.44
ORD1070,2023-05-01,Mouse,Accessories,East,Online,Bob,3,1231.27,3693.81
ORD1071,2023-09-01,Tablet,Electronics,North,In-Store,David,1,88.4,88.4
ORD1072,2023-05-05,Monitor,Electronics,South,Phone,Alice,13,751.68,9771.84
ORD1073,2023-12-23,Phone,Electronics,West,Online,Eva,14,343.88,4814.32
ORD1074,2023-08-26,Monitor,Electronics,East,In-Store,Eva,4,695.56,2782.24
ORD1075,2023-03-23,Headphones,Accessories,West,In-Store,Carol,18,679.95,12239.1
ORD1076,2023-09-24,Monitor,Electronics,West,Phone,Bob,9,1153.4,10380.6
ORD1077,2023-05-27,Keyboard,Accessories,South,In-Store,Carol,15,134.68,2020.2
ORD1078,2023-03-19,Mouse,Accessories,South,In-Store,Bob,18,139.25,2506.5
ORD1079,2023-06-19,Monitor,Electronics,West,In-Store,Alice,3,634.0,1902.0
ORD1080,2023-10-27,Monitor,Electronics,North,Phone,David,14,596.43,8350.02
ORD1081,2023-06-02,Webcam,Accessories,West,In-Store,Eva,1,1415.26,1415.26
ORD1082,2023-08-12,Monitor,Electronics,West,Online,David,16,344.74,5515.84
ORD1083,2023-08-28,Mouse,Accessories,South,Phone,Eva,13,1091.79,14193.27
ORD1084,2023-12-06,Laptop,Electronics,North,Online,David,13,896.0,11648.0
ORD1085,2023-05-14,Tablet,Electronics,West,In-Store,Bob,15,288.96,4334.4
ORD1086,2023-07-14,Webcam,Accessories,East,In-Store,Carol,11,519.5,5714.5
ORD1087,2023-10-04,Phone,Electronics,North,In-Store,Bob,16,48.69,779.04
ORD1088,2023-05-07,Phone,Electronics,South,Online,Eva,2,1136.27,2272.54
ORD1089,2023-12-09,Tablet,Electronics,North,Phone,Bob,8,206.81,1654.48
ORD1090,2023-03-27,Webcam,Accessories,North,Online,Carol,9,1155.01,10395.09
ORD1091,2023-06-09,Phone,Electronics,West,In-Store,Bob,19,58.0,1102.0
ORD1092,2023-11-18,Phone,Electronics,South,Online,Carol,19,1042.11,19800.09
ORD1093,2023-06-27,Phone,Electronics,West,Phone,Carol,19,1178.3,22387.7
ORD1094,2023-01-07,Phone,Electronics,West,In-Store,Alice,17,978.36,16632.12
ORD1095,2023-08-24,Headphones,Accessories,South,In-Store,Bob,12,960.67,11528.04
ORD1096,2023-10-03,Keyboard,Accessories,West,In-Store,David,20,1216.13,24322.6
ORD1097,2023-02-14,Keyboard,Accessories,East,In-Store,Bob,11,1280.54,14085.94
ORD1098,2023-07-14,Webcam,Accessories,East,Online,David,19,923.29,17542.51
ORD1099,2023-07-01,Mouse,Accessories,East,In-Store,Carol,6,741.57,4449.42
ORD1100,2023-04-08,Keyboard,Accessories,North,Online,David,18,35.02,630.36
ORD1101,2023-12-20,Webcam,Accessories,West,Phone,David,18,1142.08,20557.44
ORD1102,2023-04-24,Webcam,Accessories,West,Phone,Bob,1,157.72,157.72
ORD1103,2023-10-11,Keyboard,Accessories,East,In-Store,Eva,19,566.15,10756.85
ORD1104,2023-05-19,Mouse,Accessories,East,In-Store,Bob,12,1060.23,12722.76
ORD1105,2023-10-02,Phone,Electronics,South,Online,Bob,7,487.01,3409.07
ORD1106,2023-09-26,Webcam,Accessories,East,Online,Bob,9,1092.39,9831.51
ORD1107,2023-06-04,Keyboard,Accessories,North,Phone,Eva,8,554.1,4432.8
ORD1108,2023-01-28,Tablet,Electronics,East,Phone,Bob,9,87.36,786.24
ORD1109,2023-10-21,Webcam,Accessories,East,In-Store,David,4,1311.63,5246.52
ORD1110,2023-01-27,Webcam,Accessories,East,In-Store,Alice,11,292.86,3221.46
ORD1111,2023-10-23,Phone,Electronics,North,Online,Bob,13,747.78,9721.14
ORD1112,2023-03-02,Keyboard,Accessories,West,Phone,Eva,3,1491.0,4473.0
ORD1113,2023-08-15,Monitor,Electronics,East,Phone,David,17,582.96,9910.32
ORD1114,2023-11-09,Keyboard,Accessories,North,Online,Bob,19,939.12,17843.28
ORD1115,2023-03-30,Keyboard,Accessories,North,Online,Alice,3,252.44,757.32
ORD1116,2023-08-29,Headphones,Accessories,East,Online,Bob,15,1040.27,15604.05
ORD1117,2023-08-21,Keyboard,Accessories,North,Phone,Bob,10,1060.42,10604.2
ORD1118,2023-04-12,Keyboard,Accessories,West,Online,Eva,19,998.55,18972.45
ORD1119,2023-03-14,Monitor,Electronics,North,Online,Bob,5,1364.45,6822.25
ORD1120,2023-10-19,Keyboard,Accessories,East,In-Store,Alice,20,1128.46,22569.2
ORD1121,2023-05-20,Webcam,Accessories,West,In-Store,Alice,10,1055.61,10556.1
ORD1122,2023-11-06,Laptop,Electronics,East,Online,Alice,14,1107.11,15499.54
ORD1123,2023-01-11,Monitor,Electronics,East,Phone,Alice,19,888.94,16889.86
ORD1124,2023-08-15,Tablet,Electronics,East,Online,Eva,16,788.07,12609.12
ORD1125,2023-08-29,Headphones,Accessories,East,In-Store,Carol,16,1454.2,23267.2
ORD1126,2023-06-18,Mouse,Accessories,West,Phone,David,4,1289.44,5157.76
ORD1127,2023-10-09,Keyboard,Accessories,North,In-Store,Alice,13,1224.08,15913.04
ORD1128,2023-07-26,Mouse,Accessories,North,Phone,Eva,9,498.45,4486.05
ORD1129,2023-09-23,Webcam,Accessories,East,Phone,David,14,100.22,1403.08
ORD1130,2023-10-09,Webcam,Accessories,South,In-Store,David,2,321.27,642.54
ORD1131,2023-11-19,Webcam,Accessories,South,Phone,Bob,4,62.73,250.92
ORD1132,2023-07-28,Keyboard,Accessories,North,Online,Alice,18,40.24,724.32
ORD1133,2023-03-20,Webcam,Accessories,West,Phone,Carol,4,978.61,3914.44
ORD1134,2023-08-30,Keyboard,Accessories,South,In-Store,Eva,14,1255.39,17575.46
ORD1135,2023-11-03,Tablet,Electronics,South,Online,Carol,13,302.1,3927.3
ORD1136,2023-09-17,Headphones,Accessories,East,Online,Carol,11,1402.69,15429.59
ORD1137,2023-12-04,Keyboard,Accessories,West,Online,David,19,878.29,16687.51
ORD1138,2023-10-06,Webcam,Accessories,West,In-Store,Carol,12,512.01,6144.12
ORD1139,2023-04-30,Monitor,Electronics,West,Online,Carol,8,866.26,6930.08
ORD1140,2023-12-06,Webcam,Accessories,South,In-Store,Alice,13,591.4,7688.2
ORD1141,2023-06-19,Tablet,Electronics,North,In-Store,Alice,17,1448.72,24628.24
ORD1142,2023-07-29,Webcam,Accessories,South,Online,David,1,1089.22,1089.22
ORD1143,2023-07-23,Keyboard,Accessories,North,In-Store,Eva,11,942.42,10366.62
ORD1144,2023-09-07,Headphones,Accessories,North,Phone,Alice,11,947.66,10424.26
ORD1145,2023-02-16,Monitor,Electronics,West,Online,Alice,10,1496.19,14961.9
ORD1146,2023-01-15,Webcam,Accessories,North,In-Store,Alice,6,1047.12,6282.72
ORD1147,2023-03-16,Keyboard,Accessories,South,Phone,David,12,574.76,6897.12
ORD1148,2023-11-09,Tablet,Electronics,West,Phone,Bob,6,279.1,1674.6
ORD1149,2023-08-25,Webcam,Accessories,East,In-Store,Carol,19,231.81,4404.39
ORD1150,2023-12-13,Laptop,Electronics,South,Online,David,15,1353.79,20306.85
ORD1151,2023-08-06,Mouse,Accessories,East,In-Store,Carol,19,462.75,8792.25
ORD1152,2023-02-24,Monitor,Electronics,South,In-Store,Eva,13,1282.94,16678.22
ORD1153,2023-12-25,Mouse,Accessories,East,Online,David,19,457.89,8699.91
ORD1154,2023-12-18,Keyboard,Accessories,North,Phone,David,1,857.57,857.57
ORD1155,2023-06-30,Keyboard,Accessories,South,Phone,Bob,8,918.46,7347.68
ORD1156,2023-11-18,Keyboard,Accessories,North,In-Store,David,5,949.81,4749.05
ORD1157,2023-03-09,Laptop,Electronics,North,In-Store,Carol,19,559.99,10639.81
ORD1158,2023-10-04,Headphones,Accessories,East,Phone,Eva,6,317.18,1903.08
ORD1159,2023-09-04,Keyboard,Accessories,East,Phone,Carol,6,400.32,2401.92
ORD1160,2023-03-14,Phone,Electronics,South,Phone,David,15,1445.08,21676.2
ORD1161,2023-01-08,Mouse,Accessories,East,Phone,Alice,3,1190.21,3570.63
ORD1162,2023-12-11,Webcam,Accessories,East,Phone,David,12,1015.79,12189.48
ORD1163,2023-08-30,Mouse,Accessories,North,Phone,Eva,4,1018.76,4075.04
ORD1164,2023-02-02,Mouse,Accessories,West,Phone,Carol,20,347.62,6952.4
ORD1165,2023-01-20,Headphones,Accessories,East,In-Store,Alice,4,226.87,907.48
ORD1166,2023-03-11,Phone,Electronics,West,In-Store,Carol,8,1333.14,10665.12
ORD1167,2023-03-21,Headphones,Accessories,West,Phone,Alice,19,1118.56,21252.64
ORD1168,2023-05-24,Webcam,Accessories,North,Phone,Carol,20,624.01,12480.2
ORD1169,2023-05-01,Monitor,Electronics,East,Online,Carol,15,678.15,10172.25
ORD1170,2023-04-08,Mouse,Accessories,North,In-Store,Alice,2,609.25,1218.5
ORD1171,2023-01-26,Monitor,Electronics,East,Online,Bob,20,1457.22,29144.4
ORD1172,2023-10-11,Monitor,Electronics,South,Phone,Bob,3,1248.13,3744.39
ORD1173,2023-11-02,Monitor,Electronics,North,In-Store,Bob,11,1166.07,12826.77
ORD1174,2023-03-31,Tablet,Electronics,North,Phone,Alice,18,390.97,7037.46
ORD1175,2023-05-02,Tablet,Electronics,East,Online,Bob,1,550.2,550.2
ORD1176,2023-08-04,Keyboard,Accessories,North,Phone,Alice,2,207.6,415.2
ORD1177,2023-09-20,Webcam,Accessories,North,In-Store,Eva,15,1171.47,17572.05
ORD1178,2023-12-04,Monitor,Electronics,East,In-Store,Alice,20,84.18,1683.6
ORD1179,2023-08-07,Laptop,Electronics,North,In-Store,David,16,1274.0,20384.0
ORD1180,2023-03-17,Phone,Electronics,North,Online,Carol,3,496.73,1490.19
ORD1181,2023-09-29,Mouse,Accessories,East,In-Store,Eva,13,1492.05,19396.65
ORD1182,2023-02-28,Headphones,Accessories,South,In-Store,David,4,1193.78,4775.12
ORD1183,2023-08-21,Monitor,Electronics,West,In-Store,Alice,14,521.62,7302.68
ORD1184,2023-05-11,Mouse,Accessories,East,Online,David,14,482.53,6755.42
ORD1185,2023-02-17,Phone,Electronics,West,Online,Carol,3,1251.02,3753.06
ORD1186,2023-10-15,Tablet,Electronics,East,Phone,Alice,18,108.77,1957.86
ORD1187,2023-08-05,Headphones,Accessories,North,In-Store,Eva,12,1312.94,15755.28
ORD1188,2023-09-17,Keyboard,Accessories,South,Online,David,12,173.33,2079.96
ORD1189,2023-10-12,Monitor,Electronics,East,Online,Carol,4,538.17,2152.68
ORD1190,2023-11-15,Monitor,Electronics,North,Phone,Carol,14,1270.83,17791.62
ORD1191,2023-06-08,Laptop,Electronics,East,In-Store,Alice,6,424.44,2546.64
ORD1192,2023-07-25,Tablet,Electronics,North,Online,Alice,5,858.16,4290.8
ORD1193,2023-08-03,Phone,Electronics,West,In-Store,Bob,17,338.4,5752.8
ORD1194,2023-10-18,Mouse,Accessories,North,Online,Bob,10,1087.96,10879.6
ORD1195,2023-02-11,Tablet,Electronics,East,In-Store,David,20,93.65,1873.0
ORD1196,2023-05-20,Webcam,Accessories,South,Phone,Alice,20,674.23,13484.6
ORD1197,2023-12-14,Mouse,Accessories,West,Phone,Carol,14,184.12,2577.68
ORD1198,2023-11-03,Laptop,Electronics,North,Online,Bob,8,604.99,4839.92
ORD1199,2023-05-11,Keyboard,Accessories,East,In-Store,Alice,7,1155.68,8089.76
ORD1200,2023-03-31,Laptop,Electronics,South,In-Store,Eva,16,1125.58,18009.28
ORD1201,2023-12-09,Monitor,Electronics,East,Online,David,17,846.91,14397.47
ORD1202,2023-02-09,Laptop,Electronics,East,Phone,David,14,47.74,668.36
ORD1203,2023-07-27,Headphones,Accessories,North,In-Store,Bob,14,448.48,6278.72
ORD1204,2023-02-24,Webcam,Accessories,South,In-Store,Eva,12,150.43,1805.16
ORD1205,2023-06-08,Headphones,Accessories,East,Online,Carol,17,136.4,2318.8
ORD1206,2023-02-28,Tablet,Electronics,South,In-Store,Carol,3,775.52,2326.56
ORD1207,2023-05-12,Tablet,Electronics,South,Online,Eva,8,172.15,1377.2
ORD1208,2023-11-18,Tablet,Electronics,West,In-Store,Eva,3,282.18,846.54
ORD1209,2023-11-16,Webcam,Accessories,East,Phone,Carol,19,971.63,18460.97
ORD1210,2023-08-15,Tablet,Electronics,East,In-Store,Eva,15,121.06,1815.9
ORD1211,2023-06-08,Laptop,Electronics,West,In-Store,Alice,12,770.86,9250.32
ORD1212,2023-02-09,Laptop,Electronics,North,Phone,Eva,12,1250.91,15010.92
ORD1213,2023-01-22,Headphones,Accessories,West,Phone,Bob,15,878.89,13183.35
ORD1214,2023-03-19,Mouse,Accessories,North,In-Store,Alice,20,723.93,14478.6
ORD1215,2023-03-30,Mouse,Accessories,North,Online,David,3,766.73,2300.19
ORD1216,2023-03-23,Webcam,Accessories,East,In-Store,Carol,17,793.67,13492.39
ORD1217,2023-12-14,Headphones,Accessories,North,Phone,Carol,14,1166.21,16326.94
ORD1218,2023-12-14,Phone,Electronics,West,In-Store,Carol,11,159.87,1758.57
ORD1219,2023-12-06,Tablet,Electronics,South,In-Store,Carol,11,140.62,1546.82
ORD1220,2023-02-13,Headphones,Accessories,East,Phone,David,5,900.66,4503.3
ORD1221,2023-12-17,Mouse,Accessories,North,Phone,David,5,1011.77,5058.85
ORD1222,2023-04-03,Mouse,Accessories,South,In-Store,David,1,556.64,556.64
ORD1223,2023-03-21,Monitor,Electronics,North,In-Store,Alice,8,1499.97,11999.76
ORD1224,2023-11-13,Laptop,Electronics,South,Phone,David,11,1317.06,14487.66
ORD1225,2023-12-21,Tablet,Electronics,South,Phone,David,6,287.65,1725.9
ORD1226,2023-05-02,Laptop,Electronics,West,Phone,Carol,14,559.16,7828.24
ORD1227,2023-06-08,Webcam,Accessories,West,Online,Carol,8,810.34,6482.72
ORD1228,2023-07-15,Webcam,Accessories,West,Online,Bob,15,1158.77,17381.55
ORD1229,2023-09-04,Tablet,Electronics,East,Phone,Alice,9,97.23,875.07
ORD1230,2023-03-24,Phone,Electronics,East,In-Store,Eva,10,144.14,1441.4
ORD1231,2023-04-24,Tablet,Electronics,West,In-Store,Alice,14,155.74,2180.36
ORD1232,2023-07-11,Headphones,Accessories,South,In-Store,Alice,2,606.75,1213.5
ORD1233,2023-02-20,Mouse,Accessories,East,Online,Bob,8,61.72,493.76
ORD1234,2023-08-30,Laptop,Electronics,South,Phone,David,10,1377.75,13777.5
ORD1235,2023-02-10,Webcam,Accessories,North,In-Store,Bob,20,27.77,555.4
ORD1236,2023-11-08,Tablet,Electronics,West,Online,Carol,18,1411.53,25407.54
ORD1237,2023-05-03,Monitor,Electronics,West,Phone,Eva,10,200.34,2003.4
ORD1238,2023-09-13,Webcam,Accessories,North,Phone,Eva,3,184.07,552.21
ORD1239,2023-01-01,Monitor,Electronics,East,Online,Eva,5,451.08,2255.4
ORD1240,2023-02-13,Headphones,Accessories,East,Online,Eva,6,1003.27,6019.62
ORD1241,2023-01-23,Laptop,Electronics,West,In-Store,Carol,13,1312.53,17062.89
ORD1242,2023-06-26,Laptop,Electronics,South,Phone,Alice,12,1187.01,14244.12
ORD1243,2023-10-07,Mouse,Accessories,East,Phone,Bob,5,85.62,428.1
ORD1244,2023-03-11,Webcam,Accessories,North,Phone,David,16,954.97,15279.52
ORD1245,2023-04-13,Laptop,Electronics,North,In-Store,Carol,10,318.35,3183.5
ORD1246,2023-01-19,Headphones,Accessories,South,In-Store,Carol,18,720.63,12971.34
ORD1247,2023-07-08,Laptop,Electronics,West,In-Store,David,11,424.36,4667.96
ORD1248,2023-09-12,Headphones,Accessories,West,In-Store,Eva,11,1461.11,16072.21
ORD1249,2023-02-10,Keyboard,Accessories,West,Phone,Bob,3,1096.08,3288.24
ORD1250,2023-06-17,Keyboard,Accessories,East,In-Store,David,11,171.84,1890.24
ORD1251,2023-06-29,Headphones,Accessories,West,Online,Carol,6,1040.85,6245.1
ORD1252,2023-01-30,Headphones,Accessories,North,Phone,David,9,966.41,8697.69
ORD1253,2023-12-14,Mouse,Accessories,South,Online,Bob,17,1205.62,20495.54
ORD1254,2023-05-01,Webcam,Accessories,East,In-Store,David,2,206.82,413.64
ORD1255,2023-08-19,Laptop,Electronics,East,In-Store,David,20,247.09,4941.8
ORD1256,2023-07-07,Phone,Electronics,West,In-Store,Carol,19,223.79,4252.01
ORD1257,2023-04-06,Monitor,Electronics,West,Phone,David,4,58.35,233.4
ORD1258,2023-12-27,Phone,Electronics,West,Online,Eva,9,1166.95,10502.55
ORD1259,2023-03-11,Keyboard,Accessories,North,In-Store,Bob,16,316.26,5060.16
ORD1260,2023-06-13,Webcam,Accessories,East,Phone,Alice,3,1219.56,3658.68
ORD1261,2023-12-31,Keyboard,Accessories,South,In-Store,Eva,10,1280.02,12800.2
ORD1262,2023-03-13,Monitor,Electronics,South,In-Store,Alice,4,1478.0,5912.0
ORD1263,2023-08-28,Mouse,Accessories,South,Phone,Alice,18,866.97,15605.46
ORD1264,2023-09-03,Phone,Electronics,West,In-Store,Eva,10,609.28,6092.8
ORD1265,2023-11-25,Phone,Electronics,North,In-Store,David,5,1459.12,7295.6
ORD1266,2023-10-10,Mouse,Accessories,South,Online,David,5,1319.38,6596.9
ORD1267,2023-06-05,Laptop,Electronics,South,Online,Carol,4,786.79,3147.16
ORD1268,2023-09-23,Monitor,Electronics,East,Online,Carol,12,1422.28,17067.36
ORD1269,2023-11-17,Monitor,Electronics,East,Phone,Eva,18,426.19,7671.42
ORD1270,2023-10-31,Phone,Electronics,South,Online,Eva,17,968.66,16467.22
ORD1271,2023-01-15,Mouse,Accessories,North,Online,Eva,19,80.97,1538.43
ORD1272,2023-08-02,Keyboard,Accessories,North,In-Store,Eva,7,1155.1,8085.7
ORD1273,2023-12-17,Keyboard,Accessories,West,In-Store,David,10,734.76,7347.6
ORD1274,2023-08-01,Phone,Electronics,West,In-Store,Bob,2,253.96,507.92
ORD1275,2023-06-13,Mouse,Accessories,East,In-Store,Bob,20,232.63,4652.6
ORD1276,2023-06-13,Mouse,Accessories,South,In-Store,Alice,17,851.24,14471.08
ORD1277,2023-02-19,Keyboard,Accessories,North,In-Store,David,15,386.92,5803.8
ORD1278,2023-03-23,Headphones,Accessories,East,Phone,Carol,8,1444.78,11558.24
ORD1279,2023-09-21,Monitor,Electronics,West,In-Store,Carol,6,757.43,4544.58
ORD1280,2023-07-21,Webcam,Accessories,West,Online,Bob,1,153.27,153.27
ORD1281,2023-09-11,Mouse,Accessories,West,In-Store,Eva,2,94.8,189.6
ORD1282,2023-05-16,Laptop,Electronics,East,In-Store,Carol,4,657.77,2631.08
ORD1283,2023-10-15,Laptop,Electronics,South,In-Store,Eva,13,95.71,1244.23
ORD1284,2023-08-19,Keyboard,Accessories,East,Phone,Eva,3,591.8,1775.4
ORD1285,2023-07-21,Phone,Electronics,East,In-Store,Eva,5,1463.12,7315.6
ORD1286,2023-09-18,Mouse,Accessories,West,Phone,Alice,5,314.61,1573.05
ORD1287,2023-06-20,Laptop,Electronics,West,Phone,David,2,222.81,445.62
ORD1288,2023-03-13,Tablet,Electronics,East,Phone,Carol,20,1341.83,26836.6
ORD1289,2023-06-03,Tablet,Electronics,East,Phone,Eva,13,1486.11,19319.43
ORD1290,2023-01-09,Webcam,Accessories,East,In-Store,Alice,19,463.69,8810.11
ORD1291,2023-12-19,Headphones,Accessories,North,Phone,David,19,475.36,9031.84
ORD1292,2023-01-27,Keyboard,Accessories,West,Online,Eva,19,874.9,16623.1
ORD1293,2023-05-05,Headphones,Accessories,North,Phone,Alice,5,1236.06,6180.3
ORD1294,2023-08-03,Monitor,Electronics,South,In-Store,Bob,1,672.74,672.74
ORD1295,2023-08-30,Headphones,Accessories,North,Phone,Bob,17,1166.96,19838.32
ORD1296,2023-12-06,Monitor,Electronics,West,Phone,David,18,501.07,9019.26
ORD1297,2023-09-30,Mouse,Accessories,East,Phone,Carol,6,700.3,4201.8
ORD1298,2023-05-07,Keyboard,Accessories,East,Phone,Carol,20,736.59,14731.8
ORD1299,2023-12-27,Monitor,Electronics,South,Phone,David,10,1161.34,11613.4
ORD1300,2023-05-21,Mouse,Accessories,East,Online,Eva,16,536.23,8579.68
ORD1301,2023-03-16,Headphones,Accessories,East,Online,Carol,13,1231.2,16005.6
ORD1302,2023-12-02,Phone,Electronics,East,Phone,David,12,1387.53,16650.36
ORD1303,2023-05-19,Monitor,Electronics,East,Online,Alice,7,1245.37,8717.59
ORD1304,2023-09-29,Monitor,Electronics,South,Phone,Bob,8,95.13,761.04
ORD1305,2023-08-30,Laptop,Electronics,North,Phone,Bob,4,631.69,2526.76
ORD1306,2023-03-22,Laptop,Electronics,West,Phone,David,18,1467.31,26411.58
ORD1307,2023-05-28,Webcam,Accessories,East,In-Store,Alice,7,1138.75,7971.25
ORD1308,2023-01-20,Phone,Electronics,South,In-Store,Bob,19,363.69,6910.11
ORD1309,2023-04-06,Laptop,Electronics,East,Online,Alice,13,1186.18,15420.34
ORD1310,2023-06-21,Keyboard,Accessories,East,In-Store,Eva,19,912.12,17330.28
ORD1311,2023-08-28,Webcam,Accessories,East,Online,Alice,5,1279.57,6397.85
ORD1312,2023-11-28,Mouse,Accessories,East,Phone,Bob,6,1102.06,6612.36
ORD1313,2023-10-18,Laptop,Electronics,South,Online,Eva,11,1190.34,13093.74
ORD1314,2023-02-14,Headphones,Accessories,West,Phone,Alice,14,782.62,10956.68
ORD1315,2023-05-08,Tablet,Electronics,North,In-Store,David,5,726.63,3633.15
